无论如何	foce
笑而不答心自閒	qsdk
霧滿龍岡千嶂暗	diij
風起綠洲吹浪去	rdbh
君子之於天下也	xvpc
晴日暖風生麥氣	jjjq
躍上蔥蘢四百旋	nkso
讀書萬卷始通神	uxsu
報仇千里如咫尺	hewb
留得枯荷聽雨聲	trfh
一飯胡麻度幾春	fydg
李白一斗詩百篇	fefq
狷者有所不為也	rhsc
深知身在情長在	iqws
咆哮萬里觸龍門	llsk
秋陰不散霜飛晚	rcdj
又踏層峰望眼開	bnbk
凍死蒼蠅未足奇	sdsg
天容海色本澄清	fpii
黑手高懸霸主鞭	ntog
閒雲潭影日悠悠	kdie
長島人歌動地詩	hrtu
送縱宇一郎東行	ubor
凌雲健筆意縱橫	sdef
終歸大海作波濤	bygi
同學少年多不賤	krmm
華佗無奈小蟲何	seqe
江月年年望相似	iwqe
綠蔭樹下養精神	bsfu
曙光初照演兵場	jmph
菡萏香銷翠葉殘	ssrd
青蒿黃韭試春盤	hssq
制芰荷以為衣兮	wsst
聞歌始覺有人來	kacd
鯤鵬水擊三千里	twkk
千巖萬壑不辭勞	wjsu
百年魔怪舞翩躚	dqpn
觀魚勝過富春江	stwi
半世浮萍隨逝水	uhik
櫻杏桃梨次第開	fffk
欲為聖明除弊事	toaa
要似崑崙崩絕壁	dejb
斯友天下之善士	dsfh
提攜玉龍為君死	aagd
千林掃作一番黃	wfas
纖筆一枝誰與似	bqfe
不教而殺謂之虐	dhsm
吾嘗終日而思矣	fnbv
戰錦方為大問題	lwoj
斯友一鄉之善士	dsfh
聽唱新翻楊柳枝	alif
瓜分之日可以死	qtpd
飛將軍自重霄入	bxyr
詩人興會更無前	utru
開箱驗取石榴裙	kqdp
池上碧苔三四點	ikgn
洞庭波湧連天雪	iuid
不聞先王之遺言	dkwu
組練長驅十萬夫	bbhg
水為之而寒於水	kopk
高樓紅袖客紛紛	ofbb
是與人為善者也	jrtc
桃花亂落如紅雨	fsed
揮毫落紙如雲煙	aosu
只幾個石頭磨過	lven
獨立蒼茫自詠詩	risu
能行五者於天下	vrfa
弦鼓一聲雙袖舉	vhfr
今朝霜重東門路	tddn
好竹連山覺筍香	cqgr
綠酒一杯歌一遍	bifi
忽聞河東獅子吼	wkil
起來慵整纖纖手	ddyt
男兒到死心如鐵	jrhw
肯將衰朽惜殘年	nxoq
莫道昆明池水淺	suji
人世難逢開口笑	thsq
長征不是難堪日	hrdj
花落花開年復年	sssq
羅浮山下梅花村	mijf
歲愧俸錢三十萬	nyes
瘦盡燈花又一宵	pxuo
奈何取之盡錙銖	geaw
亂入池中看不見	erim
綠楊風動舞腰回	bfrn
海南萬里真吾鄉	idsv
吾家洗硯池頭樹	foif
遠看方知出處高	htoo
白雲山頭雲欲立	edji
日輪當午凝不去	jgnh
若言聲在指頭上	suhk
秦中自古帝王州	glti
人之有是四端也	tpsc
若有人兮山之阿	sstc
更那堪悽然相向	fvhr
子慕予兮善窈窕	vscp
寧溘死以流亡兮	oidt
雪壓冬雲白絮飛	dseb
臺城六代競豪華	hhos
且盡盧仝七碗茶	mxms
反求諸己而已矣	efuv
斯友一國之善士	dsfh
誰憐流落江湖上	uyik
眾口鑠金君自寬	mlwo
酒醒時往事愁腸	igjw
辛夷車兮結桂旗	oggo
無數鈴聲遙過磧	qlwd
一月周流六十回	fwwn
何不於君指上聽	edoa
結綺臨春事最奢	bbsg
蝶戀花答李淑一	kusf
燕子不歸春事晚	svdj
一事無成百不堪	faqh
玉骨冰肌未肯枯	gmsf
閣中帝子今何在	klos
四時佳興與人同	njek
長江繞郭知魚美	hibu
早潮才落晚潮來	jiad
玉雪為骨冰為魂	gdos
眼角眉梢都似恨	myby
蝸牛角上爭何事	kwya
蕭蕭黃葉閉疏窗	sssp
知誤會前番書語	qutu
君子以為猶告也	xvxc
翻空白鳥時時見	qpem
輕薄桃花逐水流	gsfi
賢愚千載知誰是	skwj
西風愁起綠波間	drrk
過眼滔滔雲共霧	nmid
應馱白練到安西	uded
一汀煙雨杏花寒	fiuo
兩龍望標目如瞬	fium
居延城外獵天驕	bqhd
枯木朽株齊努力	fffx
亦有仁義而已矣	psev
咸陽遊俠多少年	dcoq
年少崢嶸屈賈才	qmja
春叢認取雙棲蝶	gnuk
鼓聲漸急標將近	hhie
萬花紛謝一時稀	ssbr
林斷山明竹隱牆	fvjx
振長策而御宇內	ahqk
未到清明先禁火	hhiu
一詩換得兩尖團	fuan
人乞祭餘驕妾婦	tqwc
樊噲側其盾以撞	flea
不信比來長下淚	deri
樂遊原上清秋節	eosq
看朱成碧思紛紛	twdb
相與枕藉乎舟中	frfl
解把飛花蒙日月	yabw
六朝舊事隨流水	odsk
側身西望長諮嗟	ewdl
萬里歸來顏愈少	skym
中有孤叢色似霜	lsvd
雨足郊原草木柔	dnoc
莫道讒言如浪深	suui
今日歡呼孫大聖	tjsa
樊噲覆其盾於地	fldh
新豐美酒鬥十千	ijuw
獨恨無人作鄭箋	ryqq
清歌妙舞落花前	iacu
君子學以致其道	xvru
咸陽古道音塵絕	dcdb
臥看古佛凌雲閣	stdk
與君都蓋洛陽城	rxhh
沙丘城下寄杜甫	iehf
非義襲而取之也	luic
但記得斑斑點點	eurn
何必珍珠慰寂寥	eygo
孔子之謂集大成	vvpd
玉螺一吹椎髻聳	gkfr
小溪泛盡卻山行	miir
閒來無事不從容	kdqp
憔悴支離為憶君	yydx
櫻桃滿市粲朝暉	ffij
燒酒初開琥珀香	uipr
一鉤殘月向西流	fwdi
野芳雖晚不須嗟	ksll
吹簫人去玉樓空	lqtp
拄杖落手心茫然	afsw
帝遣巫陽招我魂	olfs
何須生入玉門關	etwk
縱死猶聞俠骨香	bdrr
我醉欲眠卿且去	qgth
孰知不向邊庭苦	oqds
鯤鵬擊浪從茲始	twgc
解鞍欹枕綠楊橋	yggf
滿眼蓬蒿共一丘	imse
溪澗豈能留得住	iije
自有云霄萬里高	tsso
浪打天門石壁開	iafk
七十老翁何所求	adhf
來看龜蒙漏澤春	dtqg
管領春風總不如	qtgc
則塞於天地之間	mook
不覺春風換柳條	drge
世事紛紜從君理	habg
四月江南黃鳥肥	nwiw
皆所以明人倫也	rixc
萬卷藏書宜子弟	susu
銅鼓一擊文身踴	whfn
不開口笑是痴人	dklt
丈夫何事足縈懷	sgey
昔年八月十五夜	sqto
世上如儂有幾人	hkct
不如碩鼠解藏身	dcdw
自種黃桑三百尺	trsb
管卻自家身與心	qtty
照水紅蕖細細香	jkbr
餘生欲老海南村	ywtf
貧中無處可安貧	tlqt
不知學問之大也	dqrc
去年東坡拾瓦礫	hqfd
知君用心如日月	qxtw
胸中日月常新美	wlju
非惡其聲而然也	lfdc
慟哭秋原何處村	ylrf
石火光中寄此身	dumw
一見知君即斷腸	fmqw
爭得大裘長萬丈	ergs
遊宦京都二十春	ooog
雪飛炎海變清涼	dbui
心幾煩而不絕兮	yvut
笑時猶帶嶺梅香	qjrr
為誰憔悴損芳姿	ouys
地動三河鐵臂搖	hqfa
活水還須活火烹	ikmo
若似月輪終皎潔	sewi
遠遊無處不消魂	hoqs
保安人物一時新	eoti
今逢四海為家日	tenj
殿前鋪設兩邊樓	buwf
黑沙白浪相吞屠	nieb
折芳馨兮遺所思	ashj
談空說有夜不眠	upum
三年奔走空皮骨	fqgm
贛水蒼茫閩山碧	iksg
金谷時危悟惜才	wtja
摩訶池上春光早	puij
老僧已死成新塔	hebh
棋局動隨尋澗竹	fbqq
魚復移居心力省	trrm
夢成風雨浪翻江	sdri
桑田碧海須臾改	bjgb
常以身翼蔽沛公	nxwt
何時長向別時圓	ejhn
願君聞此添蠟燭	sxku
全勝羽客醉流霞	twxd
嚴霜五月凋桂枝	ldff
五帝三皇神聖事	fofa
辛苦最憐天上月	osjw
簫管迎龍水廟前	qqtu
得復見將軍於此	rrmn
名世於今五百年	rhoq
龍眠胸中有千駟	imwd
白帝城西萬竹蟠	eohk
雙煙一氣凌紫霞	wufd
珠簾暮卷西山雨	gqsd
而亦何常師之有	spes
草色青青柳色黃	syhs
只恐流年暗中換	lfia
笑談獨在千峰上	qurk
酒醉還來花下眠	igmm
一正君而國定矣	ffxv
珠纓炫轉星宿搖	gbua
無那塵緣容易絕	qvib
少應四度見花開	munk
曾批給雨支風券	uabu
愛水看花日日來	ektd
今宵剩把銀釭照	torj
竹溪村路板橋斜	qift
每依南鬥望京華	qeds
今者有小人之言	thsu
三願如同樑上燕	fscs
江夏贈韋南陵冰	idms
騎牛遠遠過前村	dwhf
固時俗之工巧兮	njet
胡人歲獻葡萄酒	dtni
尋春須是先春早	xgtj
伏櫪銜冤摧兩眉	efrb
添得黃鸝四五聲	irsh
不用鑽龜與祝蓍	dtws
人前深意難輕訴	tuiu
月出於東山之上	wxok
畏途巉巖不可攀	jtjf
年來轉覺此生浮	qdgi
一腔熱血勤珍重	fwhq
此花不與群花比	nsdr
心悅君兮知不知	yyxq
亂石崢嶸俗無井	edjs
烹龍炮鳳玉脂泣	oiui
剪成碧玉葉層層	udgb
寒食內人長白打	oyka
不得志獨行其道	drhu
雲安酤水奴僕悲	dogl
胡兒能唱琵琶篇	drvq
煙波澹盪搖空碧	uiig
火冷燈稀霜露下	usua
鬢絲幾縷茶煙裡	hbvp
時人莫小池中水	jtsk
欲待曲終尋問取	trka
千燈夜作魚龍變	wuou
知皆擴而充之矣	qrav
心足雖貧不道貧	ynlt
人生留滯生理難	twts
陣圖開向隴山東	cnkf
膏面染須聊自欺	ogid
綠嬌隱約眉輕掃	bcca
映得芙蓉不是花	jrss
柳暗花明池上山	fjsj
道是無情還有情	ujqy
東風吹我過湖船	frlq
曾經學舞度芳年	ubrq
車錯轂兮短兵接	gwha
北極朝廷終不改	ufdb
不戒視成謂之暴	dguj
紅旗半卷出轅門	bouk
三嫌老醜換蛾眉	fchb
慎勿將身輕許人	ywxt
萬物興歇皆自然	swrw
永安宮外踏青來	oood
安心是藥更無方	oyjo
漢主山河錦繡中	iojl
吾屬今為之虜矣	fbtv
被薜荔兮帶女蘿	psss
君子周急不繼富	xvwo
棠梨葉落胭脂色	nrsy
天下之惡皆歸焉	fapf
春江風水連天闊	girk
二月山城未見花	swjs
細雨夢迴雞塞遠	bdsh
聖人之所以為聖	atpa
一片西飛一片東	ftdf
大漠風塵日色昏	girt
風韻雍容未甚都	rioh
虎距龍盤今勝昔	mnis
接筒引水喉不幹	aqvd
西樓無客共誰嘗	dfqn
竹下忘言對紫茶	qaus
藤床紙帳朝眠起	subd
豈知灌頂有醍醐	jqig
倒床不復聞鐘鼓	eudh
濃香吹盡有誰知	irlq
明年花開復誰在	jqss
更多還肯失林巒	frmu
累上留雲借月章	jkti
春初早被相思染	gpji
三日開甕香滿城	fjkh
封書寄與淚潺湲	hxoi
還如何遜在揚州	mcei
紗窗幾度春光暮	bpvs
田氏倉卒骨肉分	jttt
夜聞歸雁生鄉思	okyj
唯向深宮望明月	lriw
綠楊樹下養精神	bffu
壞壁無由見舊題	hbqj
酒醒只在花前坐	iglt
嶺南萬戶皆春色	jdsy
小雨纖纖風細細	mdbb
往來一萬三千里	rdfk
明月易低人易散	jwjs
咫尺但愁雷雨至	bbeh
節物風光不相待	qwrr
小樓吹徹玉笙寒	mflo
自向庭中種荔枝	truf
庫中先散與金錢	ulww
高樓歌酒換離顏	ofap
白玉堂前一樹梅	egnf
哭宣城善釀紀叟	lohr
曹公黃祖俱飄忽	stsw
夫哀莫大於心死	gosd
性慵無病常稱病	yyqp
浙江八月何如此	iitn
子張問仁於孔子	vvkv
猶吊遺蹤一泫然	rllw
紅嫩妖饒臉薄妝	bccx
若屬皆且為所虜	sbrm
畫棟朝飛南浦雲	xfdd
出不入兮往不反	xdre
伊昔紅顏美少年	esbq
一拔何虧大聖毛	faer
帳底吹笙香吐麝	muli
那日繡簾相見處	vjbm
上佐近來多五考	keeh
眸子不能掩其惡	mvdf
金陵白下亭留別	wcel
紫筍齊嘗各鬥新	nqoi
清晨臨流欲奚為	ijso
何必去父母之邦	eyhd
童子解吟長恨曲	ivyk
桃李無言一隊春	ffqg
鬥水何直百憂寬	nkeo
朝聞遊子唱離歌	dkoa
正得秋而萬寶成	frrd
於是項伯復夜去	ojfh
醉中往往愛逃禪	glru
門外白袍如立鵠	krew
縱使君來豈堪折	bexa
又作三吳浪漫遊	befo
履至尊而制六合	bhuy
丁香空結雨中愁	arpr
何處黃雲是隴間	emsk
始共春風容易別	csgl
光彩照耀驚童兒	mejr
又聞子規啼夜月	bkvw
屈指西風幾時來	badd
不見旻公三十年	dmjq
吾其披髮左衽矣	fdav
紅衣脫盡芳心苦	bows
且將團扇共徘徊	mxnr
不是人間富貴花	djts
摩圍山色醉今朝	pnjd
諸公碌碌皆餘子	utdv
亦知官舍非吾宅	pqoo
鑄以為金人十二	wxos
目明長庚臆雙鳧	mjhr
贈君一法決狐疑	mxfr
灑去猶能化碧濤	ihri
此行不為鱸魚鱠	nrdt
焉得人人而濟之	frtp
吾日三省乎吾身	fjfw
多取之而不為虐	rapm
犀箸厭飫久未下	bqsa
項王按劍而跽曰	fgaj
試問歸程指斗杓	ukyf
猶緣木而求魚也	rbfc
人生會合古難必	twty
何日請纓提銳旅	ejuo
背燈和月就花陰	uurc
鎮之以無名之樸	wpxf
千壺百甕花門口	whdl
三十年來夢一場	fdqh
中央音樂學院	lkic
直角座標	dyuf
兼容幷蓄	upqs
不能自主	dvto
掛免戰牌	aylt
打入另冊	arln
當替罪羊	ngmu
精確瞄準	pdmi
步履矯健	nbqe
火力集中	uxwl
驚詫莫名	susr
濃蔭庇日	isuj
風清氣爽	riqg
防範勝於救災	cqwv
舉步艱難	rnss
國人殺之也	ntwc
諸大夫皆曰可殺	uggw
左右皆曰可殺	ssrw
亦使後人而復哀後人也	perc
前堵後追	uhry
春風浩蕩	gris
民亦樂其樂	cpee
街頭巷議	rfsu
今朝更好看	tdft
軍民團結如一人	ycnt
其作始也簡	decq
後人哀之而不鑑之	rtop
以孝治天下	xhia
風翻白浪花千片	rqet
雁點青天字一行	snhr
其將畢也必巨	dxjg
處江湖之遠則憂其君	miix
博拉爾德	dafr
本小利薄	fmrs
天地有大美而不言	fhsu
水光瀲灔晴方好	kmic
黑夜給了我黑色的眼睛	nobm
不強人所難	dvts
你裝飾了別人的夢	exys
隱患險於明火	clcu
日思夜盼	jjom
令出必行	txyr
上下平則國強	kahv
奉公如法則上下平	gtch
有良田美池桑竹之屬	sojb
居廟堂之高則憂其民	bunc
我揮一揮衣袖	qafp
明月裝飾了你的窗子	jwxv
交杯換盞	ofag
民免而無恥	cysa
小餅如嚼月	mycw
揀了芝麻丟了西瓜	avsq
風流總被雨打風吹去	ribh
晝夜各有宜	xoeo
躬耕於南陽	wdoc
日月不同光	jwdm
則其負大舟也無力	mdyx
居功厥偉	bfse
耳朵起繭	aqds
大嚷大叫	glgl
學阮公體三首	rctu
而後人哀之	srtp
零亂不堪	dedh
釜底之魚	tupt
江南與江北	idru
秦人不暇自哀	gtdo
並怡然自樂	uywe
不平之鳴	dhpl
懷憂喪志	yddh
悠悠天宇曠	eefj
仁義不施而攻守之勢異也	eudc
親戚或餘悲	idgl
無惻隱之心	qycy
不得其詳	drdu
日久彌新	jyvi
假戲成真	emdd
予觀夫巴陵勝狀	csgx
無非湘水餘波	qlii
天子之事也	fvpc
食洋不化	yide
費心勞神	vyuu
魂魄毅兮為鬼雄	seis
錢塘自古繁華	whts
昔賢多使氣	ssrq
然後有千里馬	wrsd
可以濯吾纓	axib
更立西江石壁	fidb
心交上古人	yokt
目覽千載事	mswa
才情橫溢	ayfi
步履艱辛	nbso
神清氣和	uiqr
朝飲木蘭之墜露兮	dyft
六經責我開生面	obhg
他人亦已歌	etpa
天地與我並生	fhrw
君子欲訥於言而敏於行	xvtr
威加海內兮歸故鄉	dxiv
願為比翼鳥	sorr
數罟不入洿池	lmdi
判若霄壤	usdh
共賞一輪明月	snfw
原是濂溪一脈	sjiw
官至禮部尚書	ohux
白首偕老	eueh
輪流做莊	gies
冷暖不相知	sjdq
可以濯吾足	axin
榆柳蔭後簷	ffsq
是造物者之無盡藏也	jwwc
譭譽聽之於人	urat
故人何寂寞	dteo
自成一家始逼真	tdfd
紅綠扶春上遠林	bbaf
不喜亦不懼	dhpy
居敬而行簡	bssq
隨人作計終後人	ctet
隳突乎南北	cpqu
但恐是痴人	efjt
何事不可為	eado
託體同山阿	umkc
行天下之大道	rfau
逢春不遊樂	egde
是非審之於己	jlob
太原一男子	gsfv
秋風蕭瑟天氣涼	rrsi
絕世而獨立	bhsi
作別西天的雲彩	elde
叫囂乎東西	llqd
無復獨多慮	qrrm
用藥如用兵	tsce
飲茶粵海未能忘	ysru
草木搖落露為霜	sfad
我必須是你近旁的一株木棉	qytf
助天下人愛其所愛	mfae
鐘鳴鼎食之家	wlmo
龜玉毀於櫝中	qgrl
幻想和現實	vfro
以有涯隨無涯	xsii
東風灑雨露	frid
應盡便須盡	uxex
春來草自青	gdsh
明月何皎皎	jwee
常在於險遠	nsoh
浴血東瓜守	iqfo
牡丹尤為天下奇	wwdg
便欣然忘食	eewy
無羞惡之心	qufy
驅倭棠吉歸	deny
仰觀宇宙之大	esog
將軍賦采薇	xyms
其喜洋洋者矣	dhiv
善始者實繁	uchq
為天下人謀永福也	ofac
而吾與子之所共適	sfro
長江悲已滯	hili
響窮彭蠡之濱	vphi
壯志也無違	xhcc
山水有清音	jksi
七十而從心所欲不逾矩	adsq
材木不可勝用也	ffdc
其何以行之哉	dexd
春水碧於天	gkgf
沙場竟殞命	ihiy
作為樹的形象和你站在一起	eofd
師稱機械化	yrfe
我輕輕的招手	qggt
外侮需人御	redr
楊柳輕颺直上重霄九	ffgy
足下的土地	naeh
而今安在哉	stod
得失安之於數	rqol
守拙歸園田	oayj
悄悄的我走了	yyev
武陵人捕魚為業	fctn
萬里念將歸	skty
其中往來種作	dlre
臂非加長也	blxc
吾今以此書與汝永別矣	ftxv
七尺從天乞活埋	abrh
舍魚而取熊掌者也	ttsc
要知松高潔	dqfi
當亦樂犧牲吾身與汝身之福利	nper
正如我悄悄的來	fcqd
交情鄭重金相似	oyue
參差十萬人家	vudo
千里來尋故地	wkdh
多識於鳥獸草木之名	ruor
寄語洛城風日道	ouiu
清風朗月不用一錢買	irom
直下龍巖上杭	daif
俯察品類之盛	eold
南陽諸葛廬	dcuu
蹴爾而與之	nfsp
淮水東邊舊時月	ikfw
桃花源裡可耕田	fsij
和郭沫若同志	roih
此地有崇山峻嶺	nhsj
歌聲振林樾	ahaf
斷頭今日意如何	vfte
五色新絲纏角粽	fyip
茲遊奇絕冠平生	sogw
連天浪靜長鯨息	gfit
撐一支長篙	afdq
何必骨肉親	eymi
豈獨善一身	jruw
三年不為樂	fqde
屈賈誼於長沙	bdui
足以極視聽之娛	nxfc
所以十年來	ixdd
行有不得者	rsdh
道路阻且長	unch
吾未見好德如好色者也	fhmc
艱哉何巍巍	sdej
早春呈水部張十八員外	jglr
乞人不屑也	qtdc
狐死必首丘	rdye
魚相與處於陸	tfrc
直指武夷山下	dafa
山圍故國周遭在	jnds
君子三年不為禮	xvfu
然則何時而樂耶	wmea
亦猶今之視昔	prts
秋風起兮白雲飛	rrdb
不值一文錢	defw
心畫心聲總失真	yxyd
駢死於槽櫪之間	ddok
向青草更青處漫溯	rhsi
山高路遠坑深	joni
九死南荒吾不恨	yddy
札札弄機杼	ffgf
落地為兄弟	shou
今日向何方	tjro
然遍地腥雲	wihd
聞有國有家者	ksnh
窮年憂黎元	pqdf
要掃除一切害人蟲	dack
而能與世推移	svrr
灔灔隨波千萬裡	iicp
海山仙子國	ijen
而今我謂崑崙	stqj
絕不像攀援的凌霄花	bdes
其中有名有姓	dlsc
四時有明法而不議	njsu
而死於安樂也	sdoc
明日又乘風去	jjbh
常願天下有情人都成眷屬	nsfb
草木黃落兮雁南歸	sfsy
人行明鏡中	trjl
竄梁鴻於海曲	piik
酬樂天揚州初逢席上見贈	gefm
目眇眇兮愁予	mmmc
紫藤掛雲木	nsaf
吾已成為陰間一鬼	fbdw
吾作此書時	fenj
乃不知有漢	vdqi
當時漢武帝	njio
猶為棄井也	rooc
無案牘之勞形	qotf
來報主人佳兆	dhoq
汝看此書時	itnj
聲斷衡陽之浦	hvri
寒素清白濁如泥	ohii
適冬之望日前後	oepr
心安是歸處	yojm
所欲與之聚之	itrp
渭水銀河清	ikwi
夜深還過女牆來	oimd
不以三隅反	dxfe
至若春和景明	hsgj
借你的高枝炫耀自己	eeeb
滕子京謫守巴陵郡	wvox
意欲捕鳴蟬	itak
梨花落後清明	rssj
人間能有幾回聞	tkvk
花蔓宜陽春	ssog
近之則不遜	epmv
我是天空裡的一片雲	qjfd
我年過半百	qqnd
忽然閉口立	wwki
泛樓船兮濟汾河	ifqi
公燭無私光	tuqm
以無厚入有間	xqsk
泣涕零如雨	iidd
頒白者不負戴於道路矣	tehv
雲樹繞堤沙	dfbi
有一言而可以終身行之者乎	sfuq
我卻用它來尋找光明	qttj
晝短苦夜長	xqsh
未若貧而樂	hste
五十者可以衣帛矣	fdhv
永州之野產異蛇	oipk
萬物有成理而不說	swsu
剪紙招我魂	ubas
七十者可以食肉矣	adhv
吾不能學太上之忘情也	fdvc
沅有芷兮澧有蘭	isss
大賢秉高鑑	gsrw
竊國者為諸侯	pnhe
每依北斗望京華	qeus
谷不可勝食也	tdac
清十二帝疑案	idso
白頭不相離	efdp
今日武將軍	tjfy
因民之所利而利之	ncpp
五百年必有王者興	fdqr
紅旗越過汀江	bodi
鳥飛反故鄉兮	rbet
獨唱何須和	rler
尚是世中一人	njht
曉行湘水春	jrig
水陸草木之花	kcss
鳴之而不能通其意	lpsi
今吾於人也	tfoc
照我羅床幃	jqmm
雞豚狗彘之畜	ewro
勞我以少壯	uqxx
然後人侮之	wrtp
青春須早為	hgto
索句渝州葉正黃	dwis
生綃畫扇盤雙鳳	wbxq
菖蒲酒美清尊共	ssis
荷露雖團豈是珠	sdlg
惟智者為能以小事大	yqhg
盍各言爾志	heuh
偶爾投影在你的波心	efay
熱風吹雨灑江天	hrlf
漁父見而問之曰	itmj
不能竟書而欲擱筆	dviq
雨從青野上山來	drhd
若為化得身千億	soee
風捲紅旗過大關	rabk
刑天舞幹鏚	ffqw
怒濤卷霜雪	ciud
安能以皓皓之白	ovxe
才美不外見	audm
後遂無問津者	ruqh
散上峰頭望故鄉	skjv
鏤金作勝傳荊俗	wwee
所以遊目騁懷	ixoy
千錘萬擊出深山	wwsj
明天我們將在	jfqs
捨我其誰也	aqdc
君子淡以親	xvii
如果細心的話	cjbu
忽如遠行客	wcho
細看不似人間有	btds
請君暫上凌煙閣	uxgk
若個書生萬戶侯	sexe
四時之景不同	njpk
此則岳陽樓之大觀也	nmec
草螢有耀終非火	susu
策之不以其道	qpdu
豈能長少年	jvhq
宮闕萬間都做了土	oksh
無絲竹之亂耳	qbqa
今夕何夕兮	tret
也愛你堅持的位置	ceem
寄水部張員外	okir
謂吾忍舍汝而死	ufbd
又恐汝不察吾衷	bfio
又樹蕙之百畝	bfso
高第良將怯如雞	oqoe
龜遊蓮葉上	qosk
安知我不知魚之樂	oqqe
綠葉發華滋	bsbi
師道之不傳也久矣	yupv
雨如決河傾	dcie
謂吾不知汝之不欲吾死也	ufdc
唯女子與小人為難養也	lcvc
琴裡知聞唯淥水	gpqk
細柳營前葉漫新	bfui
行道之人弗受	rupe
眾女嫉餘之蛾眉兮	mcct
公子南橋應盡興	tvdr
揹負青天朝下看	ayht
茶中故舊是蒙山	sldj
密葉隱歌鳥	oscr
域民不以封疆之界	hcdj
聞王昌齡左遷龍標	kgjf
紅旗躍過汀江	boni
望之蔚然而深秀者	upsh
煙光凝而暮山紫	umsn
看紅裝素裹	tbxo
東方雲海空復空	fodp
食之不能盡其材	ypdf
忽爾絃斷絕	wfbb
則有心曠神怡	msyy
初婚三四個月	pcfw
猶唱後庭花	rlrs
是誰之過與	jupr
餘幼時即嗜學	yvjr
半壕春水一城花	uhgs
季康子問政於孔子	ruvv
善不由外來兮	udkt
愁思看春不當春	rjtg
君子防未然	xvcw
騅不逝兮可奈何	ddae
花之君子者也	spxc
雞犬聲相聞	eshk
又何不幸而生今日之中國	bedn
雲無心以出岫	dqyj
其聲嗚嗚然	dhlw
可以調素琴	axug
愁噪夕陽枝	rlrf
潦水盡而寒潭清	ikxi
誰人曾與評說	utuu
去去醉吟高臥	hhgs
故遂忍悲為汝言之	dubp
而中道崩殂	slud
蒼龍日暮還行雨	sijd
嬉嬉釣叟蓮娃	ccwc
濟源山水好	iijc
天地間第一人品	fhkl
時不利兮騅不逝	jdra
容華若桃李	pssf
同與禽獸居	krtb
八月十五日夜湓亭望月	twdw
俄聞管參差	ekqu
乃重修岳陽樓	vqef
一夜好風吹	focl
春風二三月	grsw
花之富貴者也	spoc
滿堂兮美人	intt
名不可以虛作	rdae
如今安在哉	ctod
孟子見梁惠王	vvmg
歌聲逐流水	ahdk
自古帝王州	tdoi
紅星亂紫煙	bjeu
翼若垂天之雲	xsed
悵望江頭江水聲	yuih
清吟曉露葉	iljs
古今來許多世家	dtdo
燕子來時新社	svdu
若白駒之過隙	sedc
不惜歌者苦	dyas
當今世界殊	nthd
不周山下紅旗亂	dwje
妾當作蒲葦	ines
尋常到此回	xnhn
上品功能甘露味	klfl
此物真絕倫	nwde
念之斷人腸	tpvw
蓋棺事則已	sfab
不處嫌疑間	dmck
今日重陽節	tjqq
半醉半醒中	ugul
欲識潮頭高几許	tuiu
誰識臥龍客	uuso
吾妻死之年所手植也	fddc
乘醉聽蕭鼓	rgah
餘既滋蘭之九畹兮	yxit
君與恩銘不老松	xrnf
無從致書以觀	qrhs
任他朝市自營營	eedu
固一世之雄也	nfhc
故來相決絕	ddfb
歸去鳳池誇	yhqu
丈夫貴兼濟	sgli
梁惠王章句上	iggk
觸處似花開	ymek
摶扶搖而上者九萬里	aaak
此抵有千金	nasw
不知何處吊湘君	dqex
其西南諸峰	dddj
樸素而天下莫能與之爭美	fhsu
雞駭乍開籠	edqq
山南山北雪晴	jdjj
如欲平治天下	ctha
沽酒市脯不食	iioy
請為父老歌	uota
小人甘以絕	mtsb
出犯繁花露	xrqd
會入天地春	trfg
一去三十年	fhfq
君子以仁存心	xvxy
悽悽寒露零	yyod
失道而後德	qusr
三年為刺史	fqol
要看銀山拍天浪	dtwi
枯木怪石圖	ffyn
夫至德之世	ghrh
獨尋秋景城東去	rxrh
清明上巳西湖好	ijkc
盈科而後進	vrsw
彷彿兮若輕雲之蔽月	rrtw
寧不知傾城與傾國	odqn
固國不以山溪之險	nndc
洗盡古今人不倦	ixde
春樹鬱金紅	gffb
濟南名士知多少	idrm
天之歷數在爾躬	fpsw
而亂臣賊子懼	sesy
直到城頭總是花	dhhs
從來多古意	rdri
宣城太守知不知	ohgq
無所逃於天地之間	qiqk
富貴本無根	olff
吾評揚州貢	fuaf
每欲到荊州	qthi
黑質而白章	nesi
正是江南好	fjic
一遍洗寰瀛	fiii
土豆燒熟了	hfuv
十三能織素	dfvh
前人之述備矣	utpv
綠柳朱輪走鈿車	bfwg
十戶中人賦	dilm
其為仁之本與	doer
試上高樓清入骨	ukom
日落長沙秋色遠	jshh
吾輩處今日之中國	flmn
百年三萬六千日	dqfj
早已森嚴壁壘	jbfj
則知明而行無過矣	mqjv
而天下歸之	sfap
平常心是道	hnyu
相親相近水中鷗	fifg
為李進同志題所攝廬山仙人洞照	ofwj
亦足以暢敘幽情	pnxy
看風景人在樓上看你	trje
天將今夜月	fxtw
蘭澤多芳草	sirs
避席畏聞文字獄	bujr
以小事大者	xmah
且夫天地之間	mgfk
換了淺斟低唱	avil
遊人日暮相將去	otjh
然後知生於憂患	wrql
往往似陰鏗	rrew
受物之汶汶者乎	ewpq
鳥倦飛而知還	rebm
